LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
234,2026-01-16,01:04:57,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
235,2026-01-16,01:06:17,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
236,2026-01-16,01:08:16,INFO,System,Health check status: OK,E101,Health check status: OK
237,2026-01-16,01:08:34,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.17,E501,Connection refused to database InventoryDB at {ip}
238,2026-01-16,01:08:46,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
239,2026-01-16,01:10:14,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
240,2026-01-16,01:11:46,INFO,System,Health check status: OK,E101,Health check status: OK
241,2026-01-16,01:13:35,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
242,2026-01-16,01:14:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
243,2026-01-16,01:16:11,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
244,2026-01-16,01:16:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
245,2026-01-16,01:18:26,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
246,2026-01-16,01:18:31,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
247,2026-01-16,01:20:15,INFO,System,Health check status: OK,E101,Health check status: OK
248,2026-01-16,01:20:34,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
249,2026-01-16,01:21:14,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
250,2026-01-16,01:21:20,INFO,System,Health check status: OK,E101,Health check status: OK
251,2026-01-16,01:22:19,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
252,2026-01-16,01:23:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
253,2026-01-16,01:24:21,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
254,2026-01-16,01:24:54,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
255,2026-01-16,01:25:38,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
256,2026-01-16,01:25:43,INFO,System,Health check status: OK,E101,Health check status: OK
257,2026-01-16,01:27:23,INFO,System,Health check status: OK,E101,Health check status: OK
258,2026-01-16,01:28:56,INFO,System,Health check status: OK,E101,Health check status: OK
259,2026-01-16,01:29:58,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
260,2026-01-16,01:30:46,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
261,2026-01-16,01:31:32,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
262,2026-01-16,01:31:39,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
263,2026-01-16,01:32:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.17,E501,Connection refused to database InventoryDB at {ip}
264,2026-01-16,01:34:19,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
265,2026-01-16,01:34:31,INFO,System,Health check status: OK,E101,Health check status: OK
266,2026-01-16,01:35:01,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
267,2026-01-16,01:35:36,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
268,2026-01-16,01:37:02,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
269,2026-01-16,01:37:38,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
270,2026-01-16,01:39:01,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
271,2026-01-16,01:39:52,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
272,2026-01-16,01:40:36,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
273,2026-01-16,01:42:36,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
274,2026-01-16,01:44:34,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
275,2026-01-16,01:45:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
276,2026-01-16,01:46:23,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
277,2026-01-16,01:47:04,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
278,2026-01-16,01:49:01,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
279,2026-01-16,01:50:39,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
280,2026-01-16,01:52:27,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
281,2026-01-16,01:52:46,INFO,System,Health check status: OK,E101,Health check status: OK
282,2026-01-16,01:52:47,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
283,2026-01-16,01:53:12,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
284,2026-01-16,01:53:58,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
285,2026-01-16,01:54:09,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
286,2026-01-16,01:54:49,INFO,System,Health check status: OK,E101,Health check status: OK
287,2026-01-16,01:55:02,INFO,System,Health check status: OK,E101,Health check status: OK
288,2026-01-16,01:56:05,INFO,System,Health check status: OK,E101,Health check status: OK
289,2026-01-16,01:57:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
290,2026-01-16,01:58:39,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
291,2026-01-16,01:58:54,INFO,System,Health check status: OK,E101,Health check status: OK
292,2026-01-16,01:59:25,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
293,2026-01-16,02:00:50,INFO,System,Health check status: OK,E101,Health check status: OK
294,2026-01-16,02:01:59,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
295,2026-01-16,02:03:06,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
296,2026-01-16,02:03:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
297,2026-01-16,02:04:09,INFO,System,Health check status: OK,E101,Health check status: OK
298,2026-01-16,02:04:48,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
299,2026-01-16,02:05:36,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
300,2026-01-16,02:06:52,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
301,2026-01-16,02:07:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
302,2026-01-16,02:09:13,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
303,2026-01-16,02:09:42,INFO,System,Health check status: OK,E101,Health check status: OK
304,2026-01-16,02:10:22,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
305,2026-01-16,02:10:24,INFO,System,Health check status: OK,E101,Health check status: OK
306,2026-01-16,02:11:09,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
307,2026-01-16,02:11:35,INFO,System,Health check status: OK,E101,Health check status: OK
308,2026-01-16,02:11:36,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
309,2026-01-16,02:12:32,INFO,System,Health check status: OK,E101,Health check status: OK
310,2026-01-16,02:14:29,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
311,2026-01-16,02:15:16,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
312,2026-01-16,02:15:41,INFO,System,Health check status: OK,E101,Health check status: OK
313,2026-01-16,02:15:47,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
314,2026-01-16,02:16:11,INFO,System,Health check status: OK,E101,Health check status: OK
315,2026-01-16,02:17:04,INFO,System,Health check status: OK,E101,Health check status: OK
316,2026-01-16,02:18:11,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
317,2026-01-16,02:18:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
318,2026-01-16,02:20:34,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
319,2026-01-16,02:21:55,INFO,System,Health check status: OK,E101,Health check status: OK
320,2026-01-16,02:22:10,INFO,System,Health check status: OK,E101,Health check status: OK
321,2026-01-16,02:22:15,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
322,2026-01-16,02:22:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
323,2026-01-16,02:24:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
324,2026-01-16,02:25:07,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
325,2026-01-16,02:26:50,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
326,2026-01-16,02:28:26,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
327,2026-01-16,02:28:43,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
328,2026-01-16,02:30:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
329,2026-01-16,02:31:03,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
330,2026-01-16,02:32:03,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
331,2026-01-16,02:34:01,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
332,2026-01-16,02:35:02,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
333,2026-01-16,02:35:06,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
334,2026-01-16,02:36:01,INFO,System,Health check status: OK,E101,Health check status: OK
335,2026-01-16,02:37:10,INFO,System,Health check status: OK,E101,Health check status: OK
336,2026-01-16,02:37:52,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
337,2026-01-16,02:38:40,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
338,2026-01-16,02:40:20,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
339,2026-01-16,02:40:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
340,2026-01-16,02:41:53,INFO,System,Health check status: OK,E101,Health check status: OK
341,2026-01-16,02:43:17,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
342,2026-01-16,02:43:46,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
343,2026-01-16,02:45:02,INFO,System,Health check status: OK,E101,Health check status: OK
344,2026-01-16,02:46:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
345,2026-01-16,02:46:52,INFO,System,Health check status: OK,E101,Health check status: OK
346,2026-01-16,02:47:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
347,2026-01-16,02:49:00,INFO,System,Health check status: OK,E101,Health check status: OK
348,2026-01-16,02:49:11,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
349,2026-01-16,02:49:39,INFO,System,Health check status: OK,E101,Health check status: OK
350,2026-01-16,02:50:52,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
351,2026-01-16,02:51:09,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
352,2026-01-16,02:51:56,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
353,2026-01-16,02:52:12,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
354,2026-01-16,02:52:51,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
355,2026-01-16,02:53:00,INFO,System,Health check status: OK,E101,Health check status: OK
356,2026-01-16,02:54:06,INFO,System,Health check status: OK,E101,Health check status: OK
357,2026-01-16,02:55:18,INFO,System,Health check status: OK,E101,Health check status: OK
358,2026-01-16,02:55:51,INFO,System,Health check status: OK,E101,Health check status: OK
359,2026-01-16,02:57:05,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
360,2026-01-16,02:57:49,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
361,2026-01-16,02:59:17,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
362,2026-01-16,03:00:45,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
363,2026-01-16,03:01:43,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
364,2026-01-16,03:02:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
365,2026-01-16,03:02:51,INFO,System,Health check status: OK,E101,Health check status: OK
366,2026-01-16,03:03:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
367,2026-01-16,03:05:22,INFO,System,Health check status: OK,E101,Health check status: OK
368,2026-01-16,03:05:39,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
369,2026-01-16,03:06:47,INFO,System,Health check status: OK,E101,Health check status: OK
370,2026-01-16,03:08:18,INFO,System,Health check status: OK,E101,Health check status: OK
371,2026-01-16,03:10:13,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
372,2026-01-16,03:11:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
373,2026-01-16,03:13:13,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
374,2026-01-16,03:13:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.17,E501,Connection refused to database InventoryDB at {ip}
375,2026-01-16,03:14:35,INFO,System,Health check status: OK,E101,Health check status: OK
376,2026-01-16,03:15:28,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
377,2026-01-16,03:15:56,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
378,2026-01-16,03:17:22,INFO,System,Health check status: OK,E101,Health check status: OK
379,2026-01-16,03:18:09,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
380,2026-01-16,03:18:15,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
381,2026-01-16,03:19:44,INFO,System,Health check status: OK,E101,Health check status: OK
382,2026-01-16,03:20:29,INFO,System,Health check status: OK,E101,Health check status: OK
383,2026-01-16,03:20:43,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
384,2026-01-16,03:21:56,INFO,System,Health check status: OK,E101,Health check status: OK
385,2026-01-16,03:23:11,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
386,2026-01-16,03:23:49,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
387,2026-01-16,03:24:40,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
388,2026-01-16,03:25:39,INFO,System,Health check status: OK,E101,Health check status: OK
389,2026-01-16,03:27:31,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
390,2026-01-16,03:27:53,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
391,2026-01-16,03:29:31,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
392,2026-01-16,03:30:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
393,2026-01-16,03:31:38,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
394,2026-01-16,03:32:37,INFO,System,Health check status: OK,E101,Health check status: OK
395,2026-01-16,03:34:19,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
396,2026-01-16,03:34:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
397,2026-01-16,03:35:03,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
398,2026-01-16,03:35:38,INFO,System,Health check status: OK,E101,Health check status: OK
399,2026-01-16,03:37:29,INFO,System,Health check status: OK,E101,Health check status: OK
400,2026-01-16,03:39:08,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
401,2026-01-16,03:40:33,INFO,System,Health check status: OK,E101,Health check status: OK
402,2026-01-16,03:40:57,INFO,System,Health check status: OK,E101,Health check status: OK
403,2026-01-16,03:41:38,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
404,2026-01-16,03:41:43,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
405,2026-01-16,03:43:06,INFO,System,Health check status: OK,E101,Health check status: OK
406,2026-01-16,03:44:16,INFO,System,Health check status: OK,E101,Health check status: OK
407,2026-01-16,03:44:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
408,2026-01-16,03:44:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
409,2026-01-16,03:45:29,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
410,2026-01-16,03:46:11,INFO,System,Health check status: OK,E101,Health check status: OK
411,2026-01-16,03:46:20,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
412,2026-01-16,03:47:36,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
413,2026-01-16,03:48:18,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
414,2026-01-16,03:49:38,INFO,System,Health check status: OK,E101,Health check status: OK
415,2026-01-16,03:49:53,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
416,2026-01-16,03:50:41,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
417,2026-01-16,03:51:26,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
418,2026-01-16,03:53:06,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
419,2026-01-16,03:54:58,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
420,2026-01-16,03:56:06,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
421,2026-01-16,03:56:13,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
422,2026-01-16,03:56:47,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
423,2026-01-16,03:57:55,INFO,System,Health check status: OK,E101,Health check status: OK
424,2026-01-16,03:58:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
425,2026-01-16,03:58:38,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
426,2026-01-16,04:00:12,INFO,System,Health check status: OK,E101,Health check status: OK
427,2026-01-16,04:00:23,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
428,2026-01-16,04:00:35,INFO,System,Health check status: OK,E101,Health check status: OK
429,2026-01-16,04:00:56,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
430,2026-01-16,04:01:47,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
431,2026-01-16,04:03:32,INFO,System,Health check status: OK,E101,Health check status: OK
432,2026-01-16,04:03:36,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
433,2026-01-16,04:04:24,WARN,System,High latency detected from IP 10.0.0.17,E202,High latency detected from IP {ip}
434,2026-01-16,04:05:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
435,2026-01-16,04:05:46,INFO,System,Health check status: OK,E101,Health check status: OK
436,2026-01-16,04:06:14,INFO,System,Health check status: OK,E101,Health check status: OK
437,2026-01-16,04:07:11,INFO,System,Health check status: OK,E101,Health check status: OK
438,2026-01-16,04:08:39,INFO,System,Health check status: OK,E101,Health check status: OK
439,2026-01-16,04:09:07,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
440,2026-01-16,04:10:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
441,2026-01-16,04:11:19,INFO,System,Health check status: OK,E101,Health check status: OK
442,2026-01-16,04:11:26,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
443,2026-01-16,04:11:48,INFO,System,Health check status: OK,E101,Health check status: OK
444,2026-01-16,04:12:11,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
445,2026-01-16,04:12:48,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
446,2026-01-16,04:12:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
447,2026-01-16,04:14:12,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
448,2026-01-16,04:15:38,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
449,2026-01-16,04:16:04,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
450,2026-01-16,04:17:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
451,2026-01-16,04:19:34,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
452,2026-01-16,04:20:00,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
453,2026-01-16,04:20:53,INFO,System,Health check status: OK,E101,Health check status: OK
454,2026-01-16,04:22:37,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
455,2026-01-16,04:24:29,INFO,System,Health check status: OK,E101,Health check status: OK
456,2026-01-16,04:26:13,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
457,2026-01-16,04:27:27,INFO,System,Health check status: OK,E101,Health check status: OK
458,2026-01-16,04:28:18,INFO,System,Health check status: OK,E101,Health check status: OK
459,2026-01-16,04:29:33,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
460,2026-01-16,04:31:17,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
461,2026-01-16,04:32:20,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
462,2026-01-16,04:33:09,INFO,System,Health check status: OK,E101,Health check status: OK
463,2026-01-16,04:35:06,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
464,2026-01-16,04:36:19,INFO,System,Health check status: OK,E101,Health check status: OK
465,2026-01-16,04:37:17,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
466,2026-01-16,04:38:53,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
467,2026-01-16,04:39:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
468,2026-01-16,04:41:08,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
469,2026-01-16,04:41:28,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
